,judgement,title,score,id,num_comments,body
35,Asshole,AITA for telling my teenage daughter to stay with her aunt because my older daughter didn't want her in the house?,9035,lzpv8a,3358,"My wife and I have two daughters. Laura (20) and Lily (15). Laura studying away but came home for the weekend. Lily has just had her first boyfriend breakup and it's hit her hard. She's been crying in her room the past few days. Unfortunately Laura has a bit of a windup personality and was tormenting her little sister about the breakup, which only upset Lily more. She was saying things like if the boyfriend left her for ""a prettier girl"" and saying she ""didn't blame him"" etc. Horrible things. We did tell Laura repeatedly to cut it out but she didn't listen, to the point that Lily went to bed in tears. Laura has eye problems. She has been very visually impaired since she was a baby. Her current glasses prescription is -28 and she can't wear contacts. We woke up this morning to screaming from Laura's room. Laura had woken up and put her glasses on, but the lenses had been popped out. Lily admitted to doing it and said she threw the lenses out the window. We did try to search for them outside but they couldn't be found. Laura was crying her eyes out and couldn't see anything at all. She does have a spare pair of glasses but as she only came for a couple of days she didn't bring them with her. To be fair Lily regretted what she did as soon as she saw how upset Laura was, but Laura didn't want Lily near her and begged us to keep her away. My wife's sister lives nearby, and I asked Lily to go and spend the day there, because Laura was blinded and looking after her had to be our main concern. I then got a call from my SIL, saying ""how dare you"" throw her out for ""that spoiled bully"". It's not about spoiling anyone. Laura was blinded and terrified, and was too scared to be in the same house as Lily. It was right to ask her to leave until we could get Laura back to her place where her spare glasses were. I do get that it was harsh to just tell Lily to leave, but what else could we have done when our other child was unable to see and crying in fear?"
36,Asshole,AITA not spliting deadbeat fathers money over promise,56,m0d7qi,22,"Small update : I've seen all your answers and I will share 50/50 with brother, I admit that he did a lot to me back then when I was disfavored and that I shouldn't change that now that I am on the other side of the favoritism even if the situation isn't at all what it was 5 years ago, thanks everyone for the answers ! Throaway,Basically our paternal side of the family is not that great, racist and homophobic both the father and the grandfather.Father was never around due to drug problem and distance and never helped us in life, our grandfather sometimes helped but with blatant favoritism toward males and older siblingFor exemple, my brother got a 7500$ car for his 20th birthday while I got a 500$ cheque for mine, for a specific christmas of 4 grandchildren, brother and oldercousin would get 250, I would get 200, female cousin would get 150 because she's a girl, you get it.I am not complaining because its sometimes money we never expected so we were grateful.After that brother and I made the promise that we would share all the money we would get because we were against such favoritism.(important detail: At this point the promise would probably help me because older brother often got more, this was more of like ""don't worry if you get less, we will share, we're not playing their favoritism game"")Somehow, grandfather recently cared for us and we both got 10k$ to help us in life (pay tuition, afford a caution, etc) I got even 1500$ in addition to clear my debtsRecently, our grandmother died and my father and aunt inherited a large sum of money from the sell of her appartment.But the deal is that brother had cut contact with all the family for 2 years (my thinking is that he is now comfortable in life and doesnt need to be dependable of them) meaning that I am the only one to be in contact and still speaking to them, my father even said that he lost hope with brother.Anyway, father send 10k$ cheque from inheritance to me and nothing to brother, brother hears of it and cites the promise of sharing 50/50, even if it hurts me I explain that I'm not comfortable with sharing everything because :-While my brother has a job, flat and everything to be comfortable in life, I am still a struggling student and would really need that money while he really doesnt depend on it to survive.-I reminded him that before the promise he got a car all paid and that was never shared, meaning if we get the count of everything, his share of the 10k would be something like 2.3k$ which he finds unfair.-He cut contact with all the family years ago, which is different of clear favoritism, they helped me because I was the only one still in contactNow brother is complaining to our mom about how ""he knew I would break the promise someday""So AITA ?"
37,Asshole,AITA for wanting to look after my SOs nephews when he doesn't even want to have a relationship with them?,12,m0mcx8,16,"My SO is from a Balkan country. He came as a refugee to the country we currently live in (UK) when he was young. I met him here, as I moved from my home country to study at university. We have been together for 3 years now and we live together. A few months after we started dating, his brother dropped a bomb. That he had a son with a woman and that he had kept it a secret from his family. His family only found out when she had come to the door of their house to introduce the baby to them. Now, they have always wanted my SO and his siblings to marry people from their home country, going as far as trying to arrange marriages for them. Their parents are extremely racist and xenophobic and for context, they don't approve of my relationship with my SO either.Going back to SO's nephew, SO's mother refused to open the door to his mother, saying that she was wrong, that she didn't have any grandchildren. It was despicable and all of it was because the baby and the baby's mom are POC. Even worse, they have never acknowledged the baby (despite looking like a spitting image of his father), and SOs  extended family don't even know about them. The baby has a whole family he will never know because of purely racist reasons and it is disgusting and repulsive to me. However, my SO was told yesterday that there was another nephew. He will be 2 in October and while SO's mother knew about the second nephew, she decided not to say anything, as she doesn't acknowledge either of them as her grandchildren. Even worse, she has only told my SO about it. Not even my SO's sister or father know about the baby.After my SO told me about the second nephew, I asked him if there was something we could do for baby mom and the two children. I proposed having the children over in our flat so they can get to know SO and build a relationship. He said that those children are not his responsibility and that the father should be the one taking care of them. The same father, who by all accounts is a deadbeat, is thousands in debt, dropped out of school at 16 and has never had a job at 26. We ended arguing and I slept in the sofa. This is making me reconsider my relationship with my SO, as he is showing that he is not so different from his family. AITA for reacting like this? TLDR: SOs family is racist. Ended arguing because of this."
38,Asshole,AITA for laying down the law when I had enough of let downs?,16,m0ilzq,34,"To preface this, I am a recovering codependant and have had trouble setting boundaries in the past and decided to try to set one. I was meant to meet with a friend today as this is the first day that two people from different households can meet outside. He told me earlier that he felt like crap mentally and wasn’t coming out. He has no history of mental health issues and he is also prone to reasons to not come out. Anything from “Got to help my family tidy the (tiny) garden” to “I have a headache” to “it’s raining” and it has been grinding my gears but I haven’t said anything due to not wanting to sound controlling. After being told he wasn’t coming out today, I enforced my new boundary that I use on constant let downs. I said to him “If you let me down 3 times, that’s it. I don’t care what the reason is, if arrangements are not met, end of.” He replies with “Stop being controlling. You are not the boss of me and never will be and if that is the case, I don’t want to see you at all.” I told him I am sick of being let down and this is my way of getting rid of people who do so often. He replies with “You have pissed me off now. I am not meeting tomorrow either” (We had also arranged to meet tomorrow) I said “This is being enforced on all constant let downs and it’s non-negotiable.” He told me he “will talk to me when I am ready and realised how controlling that is.” I reminded him I am allowed boundaries and he told me that wasn’t a boundary and rather an attempt at controlling him and how things are going to go. I informed him that a no show tomorrow will be strike one and he replied with “cool. Guess it’s one strike.” AITA for this? I am beginning to wonder if this is controlling disguised as a boundary. Like I said, I’m new to setting boundaries so I’m not sure.Edit: Thank you for helping me see the error of my ways. I have apologised and now given him some space to rest mentally."
39,Asshole,AITA for not wanting to travel to a baseball tournament several states away if we can't win a game?,16,m0jmhq,26,"I am a coach for my 11y/o son's travel baseball team. The team has been together for over 2 years. We are in FL, so this season, we have already been practicing twice weekly for over 2 months. In that same timespan we have also played in 2 tournaments. We have played absolutely horribly and while we technically have won 3 games, I'd say that we just lost them less than the other team. We are scheduled to play a tournament in a state about 10 hours away by car in 2.5 months. We haven't booked hotels yet, but that time is coming quickly. This tournament would last 3 days and would require 4 days in a hotel. This plus gas, food, and other costs will easily reach around $1300 total for the entire trip per family, if not more.I want to bring this trip not being worth the time and money if we're going to get destroyed because we're playing so badly up to the head coach, but my wife thinks I am I huge asshole for even thinking about not going to the tournament. And before you decide, you should know that even though the kids are only 11, that this is travel baseball and the #1 priority is to win."
40,Asshole,AITA for giving my MIL a Jersey Mike's sub?,1033,lzulu7,522,"So the title sounds so stupid, but my husband's family is being torn apart by this shit. I'll start off by saying I don't really have issues with my MIL. she can be a bit needy and demanding, but she isn't a bad person. FIL on the other hand is horrible, and his main trigger is when he doesn't think we ""respect him"" or treat his wife right.We got married recently, and I wanted to serve my favorite foods at the wedding, lemon chicken and lemon cake. I was aware that not all guests would like that, but I felt that it was my day, and the less food options we had, the cheaper it was. For the average guest, I figured they could just live with it, but I didn't want my MIL to starve and she HATEs lemon, can't even put it in her mouth without gagging.I was trying to think of something she would eat that was cheap and easy. I know the buffalo chicken cheesesteak at Jersey Mike's is her fave fast food meal, and I had a box of M&M's for her. She did give me a weird look, but she ate it. Also I had it delivered, so it wasn't just sitting there and getting soggy. FIL was furious. He said that I am selfish and disrespected him and his wife. He went on a rant about how tacky it was to have a wedding and not take the family into consideration, and that I wasted his money. MIL did tell him to stop yelling, but he called me a bitch on my wedding day.Now FIL is demanding an apology and his golden child isn't speaking to me. Their other child is on my side, and MIL said she isn't going to cause drama, but she does think it was disrespectful, and she would never do that with her own MIL. My husband is totally on my side, and I asked some bridesmaids, who feel like I did nothing wrong, and I was gracious to even get her something."
41,Asshole,AITA for not wishing and buying my mom anything for 8th Mars?,11,m0kp9k,24,"Today is mothers day in my country, and I was going to buy my mother something but everything took the wrong turn.Basically I (17F) had forgotten to take extra money not only to buy her something for mothers day but also for bus to go back home, food to eat or drink before my math course started, for which I have to wait 2 hours because I live in a village, and going back from the city to home than to course isn’t the best option. So when I found that I had forgotten my money I had to take the bus and go home to take some money from my savings, knowing that I would be late for my course. I called my mother to let her know and than got on the bus, but there was alot and I mean ALOT of traffic, I had to sit in the bus with my stomach growling because I hadn’t eaten anything since 10 am, and by that point it was 2pm, I also was late for my course because by the time I reached the station the time was already 3pm(when I normally finish the course) so I had to go back with the same bus back home, and again if it couldn’t get worse, I was stuck for another 2 hours in traffic. I didn’t have time to buy my mom anything, I missed my math course, I was hungry and angry at just the sight of people in the bus without a mask asking to sit near me. So when I got back home, I was extremly tired and angry, the moment I entered the living room it was really cold and being the dumb person I am the first thing I said to my mother was ‘ It’s really cold here’ and went to hug her, my mind was telling me to tell her happy 8th March and the second I wanted to talk she started to say how she was looking if I would wish her the mothers day, and I hadn’t bought her anything, and it was the second time because last year I didn’t too. I looked at her and said that I was tired and I had no money, I was stuck in the traffic for three hours but yet she didn’t care, she started to tell me what they do for me, how she and her sister would take the bus from the village and go to the city to by my nana something. And by that point I couldn’t listen to her anymore, I was about to cry so I left the room and went in my bedroom and started to cry, after some minutes I went downstares to see if there was anything to eat, and she told me what an ungreatful daughter I am. And now I feel so miserable because everything has to be always about them. I’ve been studying like crazy these months and when the time is for dinner I watch something on youtube to relax and my dad starts joking ‘if I can live without my phone’ ‘ I can’t breathe without my phone’ ‘ am I studying with my phone?’.So reddit am I the asshole?"
42,Asshole,AITA for not want to play sports,8,m0jn9u,11,"This happened last night.This is a throwaway, my family knows my real account.   I (15m) an doing cross country and track.  With the coronavirus being around, our school was able to do fall cross country races but not winter track races and spring track races is up in the wind.This is my first year of highschool, 9th grade.  At our school, not sure about others, is that if if you play two different sports one year and two different sports (can be the same two different as first year) and you will get one credit you need of P.E. instead of doing it. So far I have done cross county and track which is two different sports so I already have half of a P.E. credit.Earlier at dinner, I didn't eat (completely different story) but was forced to be with my family and my parents were mad about me not wanting to be with them so to get back at me, that asked about how I was doing in school and for some reason when ever my parents ask that I get scarred and defensive and a bit rude when ever happens, don't know why.  Any ways, my dad asked me about signing up for spring track.  I was surprised they would spring that question on me then, I knew the question was coming but I was shocked about it coming up infront of my brother and sister.What followed was me yelling at them and balling at them that I didn't want to do this, not just because I don't want to run but because in the last marathon I ran for the school, I was 15 minutes behind the person in 2nd to last place (A 5k in 43 minutes).  They were yelling at me for complaint and talking about the importance of being in the team.  They also understand that to much work will make me weak.  Every practice I got to, I struggle to do the warm up laps.  I am not out of space by any mean or over weight ( Around 120 lbs.) and I run every single day for at least 30 minutes and for an hour at practice. My parents understand and don't care that I'll have grade mates on my teams that I don't want to look like a cool infront of.  Mind you I was telling at my parents about it.AITA.  Any help in the comments, thx."
43,Asshole,AITA for making my son apologize to his dad for arguing even though I felt he was right?,95,m076n9,137,"I (33F) have an 11 year old son with my boyfriend. My son has a 46 year old half brother who is dying from liver failure due to a lifelong struggle with addiction. This half brother has been a consistent sore spot for my boyfriend. He had gotten into a prestigious college but was getting failing grades. My boyfriend then helped him transfer to another college but two semesters later, despite my boyfriend begging him not to, his son dropped out. He then started drinking and using drugs and eventually became a truck driver.  I definitely wouldn’t disown a kid over those actions, but it was a done deal for my boyfriend because he said his son was ungrateful for the money he invested in his education. My boyfriend has blown up at his other two kids (39F, 44F) who in the past have tried to assist their brother in reconnecting with his dad.Unfortunately my son kind of got dragged into this drama because once when my boyfriend was a keynote speaker at a local public event, his son came up to us as we were leaving and begged his father to call him. So I had to explain to my son that this was his half brother. My boyfriend gave me the silent treatment after I told him to call his son like he promised, so I dropped the matter. However, through his half sisters, my son has met his half brother a few times and gotten to know him.We recently had found out that my son’s half brother was dying from liver failure. My boyfriend knew his daughters were going to visit their brother, but after his ex called the house blaming him for being a bad father, he refused to visit his son and said he didn’t want me or my son to visit either. When my son found out that he couldn’t see his brother and also that his dad refused to see his dying son, he became very despondent. He finally flipped out at his dad at dinner tonight and started yelling at him and calling him cold and cruel and asking how he could do this.My boyfriend told our son that he is doing this with good reason and it’s not his place to question it. He also said that he should be more grateful and respectful and to watch his tone. I told my son that I agree that he should be more respectful of his dad and his decisions and that he should apologize. When my son refused to do so, I sent him up to his room.I ended up going up and telling my son I agree with his opinion that his dad was being cold but asked him to apologize for being disrespectful and he finally did so but said he didn’t mean it.AITA? My boyfriend is always set off when his older son comes up and I don’t think it’s helpful to any of our relationships to him if my son ends up arguing with his dad, especially because rough arguments was what started tanking his half brother’s relationship with his dad."
44,Asshole,AITA for forcing my online friends to stay in a call with me for 24 hours and then get mad at them for not wanting to speak to me after?,62,m08qog,63,"This may seem bad, but please hear me out. I (17M) have been close friends with a couple of online friends for 5 years. B (18F) and E (17M) and I have met through an online game and have been inseparable ever since. Well, up until earlier today.Now, I love B and E, they're my only friends at this point, but sometimes, we can't get along well. It's mostly friendly bantering, but my god does it get heated sometimes. Mind I add that we are VERY stubborn and competitive.Onto the situation at hand. We've been planning on doing a 24-hour long call since last year, but it seemed to be more of a joke than an actual thing. Last week, the topic of doing a 24-hour long call popped up again, but this time it was serious, and we agreed on doing it this weekend. Fast forward to yesterday morning.We hopped onto a discord call, chatted for a few hours, and it was going actually pretty well... until it hit the 7-hour mark. B had to go on mute for a little while, so there was a short intermission with E. We were both aware of the fact that things were starting to become dry. E told me that this was a good opportunity to just end the call. Being stubborn, I argued back. After a little bit of persuasion, I convinced him to stay and we resumed our game the minute B joined back.By the 12-hour mark, E was REALLY tired of being in the call, and after I explained his reasoning to B, we both started to jokingly bully him. Things got so bad to the point where we all started yelling (a few slurs were being thrown at me), with B being on my side. The argument ended with E staying in the call, though.I thought that we were going to go through the rest of the call without any complaints, but I was wrong. It was around 11 pm for B when she said she needed to leave the call, but promised to join back the moment she woke up (she has strict parents and isn't allowed to stay up). Before I could say anything, E snapped and told her that she was being hypocritical. Another argument arose, but it was quickly resolved: B stayed in the call muted with earphones on.This is the part where shit hits the fan. I thought that pranking them would be a way of easing the tension… So, it's around 4 am for B (20h mark) when I decided to fart into the mic as hard as I can.I guess the fart was too loud because the next thing I heard was E cursing me out and spam of messages from B telling me to quit it because she woke up her parents. Both of them left shortly after, with B being the first to leave. I messaged them hours later asking them what was wrong but they still haven't responded to my texts.So? Am I the asshole? Honestly, I feel betrayed and angry knowing that we cannot go through with any of our plans, and a harmless activity got blown way out of proportion... I don't even know where to go from here- but that's besides the point.TLDR: I forced my friends to stay in a call and when they got mad at me I decided to ease the tension by pranking them. It did not go well."
45,Asshole,AITA I didn't reassure my girlfriend after a work disagreement,0,m1adw0,46,"So my girlfriend is a mechanical engineer, like me, and works in a very male dominated corporate environment. She is still learning the ropes and as a trainee has been assigned a senior engineer to shadow. She attends meetings and other things with him to develop skills and learn how things operate. I also used to work at the factory she is at, and know lots of the people there quite well.The other day she came home very upset, close to tears about something that happened that day. Apparently she was attending a meeting with the senior engineers and they had a problem to discuss so they went around the table to see if anyone had any contributions. When it came to her she didn't have much to say except that it's good to learn etc. The chair of the meeting then responded saying I think you need excuse yourself, this is a boys club. She then looked at her boss and he said yes maybe you should.When she told me this I started smiling and said, Sid (the chair) is a cool guy. She was very upset at that, her face fell further. She said that I am not on her side and she doesn't think I truly love her. I don't know.... Am I the asshole? It was a harmless joke that guys make. Her boss then apologized the next day, saying that Sid had wanted to say something privately but didn't know how to get her to leave, so he made that joke. I think she should be able to handle these things if she wants to work with men. We all rag on each other like that, it's just a joking way. She's got to be stronger and not take it personally. Our relationship has taken a turn for the worse since then but I haven't apologized because I think she is over-reacting."
46,Asshole,AITA for not turning off my alarm,94,m04m8f,97,"I live in a flat, so I have neighbours on all sides of me. On Friday I got a note on my door about my alarm clock being obnoxiously loud and disturbing the neighbours and that the alarm repeats every 15 mins until I wake up.The issue is I'm a really heavy sleeper, like ridiculously heavy. I could be at a rock concert and sleep through it, and I usually don't wake up to the alarm clock immediately. This isn't because I'm actively snoozing the alarm, I just don't hear it at all. I've tried the light up alarm clocks, the ones on my phone so I can put them right next to my head. I feel like I've done everything I can... I just can't get up. And I live alone so I can't even ask someone else to try to wake me up. I didn't realise they could hear it until I saw the message taped to my door. I really do feel bad about it, I wish I was able to wake up to the clock immediately so it wasn't disturbing anyone. But I can't afford to not set the alarm at all, and I've spent the weekend so stressed about it. I wish I was a lighter sleeper so I would wake up when my alarm went off. I haven't come up with a time frame for when I wake up either so I can fix this... They didn't leave a flat number so I can't even talk about it, and I feel too embarrassed about knocking on doors to ask. I need my alarm and can't change it, because I genuinely  need it to get up for work. Is it wrong for me to keep the alarm as it is?Edit: I've tried a lot of alternative alarms, so far I haven't found anything else that works. I'm not waking up to the alarm and pressing snooze, I know this because my alarm tells me if I have missed the alarm. I've I usually go to sleep at 10 pm and my alarm is set for 7am."
47,Asshole,AITA for telling my female friend that she looks ugly in makeup?,256,lzwtb3,277,"I'm a (16M) who has a good friend, a female friend, let's call her Sarah.  Sarah my friend, (17F) often puts on makeup since it makes her feel better, despite showing signs of clearly overusing makeup to the point of making herself look worse. I expressed my concerns and said that she looks unpleasant with her makeup on, that guys would prefer her without any makeup any day that she doesn't have to change a thing, her natural face is beautiful just the way it is.Sarah responded with  ""It's me. Let me do whatever I want with my makeup."",  ""Sorry, I  just like doing makeup so"", and  ""I was never really concerned with what other people thought"" after I insisted that it's a shame,  trying to say that she would look so much better without makeup. After that, Sarah took a cold attitude towards me, and I haven't heard from her since.AITA  for telling my female friend that she looks ugly in makeup? IMPORTANT UPDATE: Hi guys, I read all the comments and I wanted to give an update and try to respond to as many people as possible without individually commenting on every single comment. I just want to clarify a few things that I seem to be seeing so far.* **I didn't insult her directly by commenting and calling her ugly.** I suggested that the makeup **""looks unpleasant""** as suggested in the post. I never **DIRECTLY** called her ugly, I gave my opinion since she often **asks** *I didn't do so with the intent to imply that all women are tools that should put on makeup*. **I inferred that her makeup didn't look good.** However, it is not my place to comment on whether or not she should put on makeup. She should do whatever makes her feel good.* I should also note that a lot of times Sarah **used to put on makeup for other guys and to make herself look better.** This does not come from me, nor is it an implication I have made. It is a statement that Sarah has stated in the past. Sarah had a change of attitude when I tried to talk to her today and apologize, she said she changed her idealogy and educated me on why **she stopped putting on makeup to please other guys.**I have since then apologized for my behavior. I think I'm ignorant and have a lot to learn. What I said was not good: and I did something terrible. For now, I think I'm TA. I will reflect. Thanks for all the advice and concerns. I'll try to respond to any comment that directly addresses this apology letter below."
48,Asshole,AITA cause I wouldn't listen to my mum's driving advice?,24,m0a4it,24,"EDITED AT BOTTOM: I just went to go for dinner with my mum it's been raining and I decided to drive my old pickup there we go down a hill on a winding road (speed limit is 70kmp/h Aussie) and I'm doing about 65-70 but no she screams in my ear and tells me she feels unsafe mind you I was driving well to the conditions and keeping everything under control, so once we are down the mountains she starts going off at me saying ""I'm gass lighting her"" and ""why won't you slowdown to make your passenger feel safe"" I explained that slamming on the breaks is dangerous on corners and that I was within all the legal limits of the road but she won't have any of it so now there's this shitty atmosphere around the house cause I won't apologize for making here feel unsafe.TLDR: I scared my mum going round a corner doing everything right and won't apologize for it, am I really an asshole?Please help me out my mum's Lovley and I've never seen her like this so it's serious.EDIT: thanks for the advice I was being abit selfish and stubborn so I needed outside opinions I had a talk and said sorry to my ma and we're all good now again thanks sometimes you need a good smack from reality."
49,Asshole,AITA for leaving wife to go on work trip while she recovers from surgery?,74,m03n7k,108,"My wife (37) and I (45) have four kids under 12. Recently, she had a fairly routine procedure to remove a probably harmless mass. There are three tiny little places in her abdomen where they did the whole thing from, so it really was not anything major at all. I dropped her off in the morning, and picked her up when she called sometime that afternoon. That was five days ago. She seemed a little annoyed that I didn’t offer to stay with her, but she knows that I hate hospitals and would not have been able to be helpful.Now, I did do the right thing and take the day off of work so I could drive her, and I stayed home to supervise the children doing virtual school. My parents, and other family live around the neighborhood, so they have all been wonderful at helping her out. My mom came to watch the kids so she could rest after I went back to work. I also worked on Saturday, so she was kind enough to take them off of my wife’s hands again all day yesterday. Well tonight I reminded her that I have to be gone for the next two days. She threw a huge tantrum and started blaming me for not “stepping up”. I have no idea what she’s talking about - I have made sure that she’s had more than enough help for the last few days. She made some snide comment about still having to do dishes and laundry. I know she was upset that I wasn’t more help with the kids and dog today but I twisted my ankle last night and I can’t help that I can’t put much weight on it. In all fairness, everything I’ve read says that her only restriction is that she can’t lift heavy weights. She said she had a slight fever but I also read that it’s normal and she should be totally fine. I haven’t asked her to do anything that would hinder her recovery. I think she just likes the idea of laying in bed for a while and maybe being babied, but that just isn’t our life right now.Anyway, her current complaint is that I didn’t reschedule my work trip, or rearrange my work schedule last week to accommodate her. But I think that shouldn’t be something that she is upset by since I made sure she had my parents and family around to help her, probably more than I would have been able to! In fact, I arranged for more family to help her with the kids while I’m gone. So I think she’s both being ungrateful as well as being overdramatic over a routine procedure that she should be feeling better from. But she says I’m TA for going for two days even if she’ll have help. TLDR: Wife had very minor surgery. I’m leaving almost a week later for less than 48 hours and have arranged help for her. AITA?"
50,Asshole,AITA for making a vulgar joke about crazy girls in front of my(244) girlfriend(23)?,60,m03yzu,99,"Me and my girlfriend of 1 1/2 were watching the movie Fatal Attraction. It was the first time I had ever seen the movie and my girlfriend has seen it tons of times.If y’all haven’t seen it, it’s about a guy who cheats on his wife and the mistress develops a “fatal attraction” to him. She then boils his rabbit and tries to kill his wife before they then kill her.So once we got to the point in the movie that it was obvious to the audience that the lady is nuts, I said, “Look at how crazy she is, the sex must’ve been bomb”. My girlfriend didn’t seem to get the joke and asked why I said that. I explained to her that a lot of guys say that crazy girls are amazing in bed. She got upset and said that the joke is gross and dehumanizes women to call them “crazy”. I said that it was just a joke and that I didn’t mean anything by it.She then asked me if I thought it was true. I told her that it didn’t matter because I was just joking. She then said that my non answer pretty much confirmed that I think it’s true, (which to be fair to her, was correct) and she asked how many “crazy” girls I had been with before her. I told her that I wasn’t going to answer the question and just wanted to watch the movie. She said she didn’t want to watch the rest of the movie because I decided to be gross and talk about how amazing other women are in bed. I don’t think I did anything too bad.AITA?"
51,Asshole,AITA for declining to proofread my SO's paper?,10,m0bkko,50,"In a LDR, we were on facetime both working on assignments. Mine is not due until the morning, theirs is due in 15 minutes. They finish and ask me to proofread - it's a three page paper on some fairly simple material. They hadn't asked me ahead of time to do any proofreading, and I was working on a technical presentation so first said no, I want to work on my thing. They asked again and I could tell they were slightly upset, so I asked for a few minutes to finish a small portion. They emphasized that they only had 15 minutes left and sounded pretty clearly upset, so I agreed, probably sounded a little pissed, and proofread the paper in that moment. Later, they brought up how that exchange made them feel brushed off and that I hurt them by fighting them on something small that would be a big help. I said I didn't appreciate being expected to drop what I was doing, even if not urgent, with such short notice.AITA?"
52,Asshole,AITA for not removing my son’s makeup when my SIL asked me to because she didn’t want a boy wearing makeup at her wedding?,4114,lzfhuq,1137,"My sister-in-law and my brother got married yesterday.  My daughter was the flower girl and my son was the ring bearer.  They’re twins, both 4.  It was a small wedding and I did my daughter, SIL, and her maid of honor’s hair and makeup.  When I was doing my daughter’s makeup, my son, who my husband had already dressed came to me and said he wanted makeup too.  He’s asked for makeup before and honestly likes it more than my daughter.  I did his just like my daughter’s, just with subtler eyeliner and paler lipstick.  I was done with it when my SIL came in to ask what was taking so long and I told her that I was doing his makeup.  She freaked out and said that a boy wearing makeup would steal the spotlight from her and asked to remove it.  I asked him if he wanted to remove and he said that he didn’t want to.  I assumed my SIL would back down, but she told me to take it off anyway.  He said that he wouldn’t go to the wedding if he couldn’t wear makeup.  My daughter said that she wouldn’t do it either if her brother wasn’t there.  My SIL said I should just make them and I told her that I don’t force my kids to do anything without giving a valid reason for doing so.  I told her that my kids would not be in the wedding if she didn’t let my son wear makeup.  She said she would let him wear makeup.  After the wedding she told me that everyone was looking at my son instead of her and he stole the spotlight.  I don’t get what she means by that, there were only 12 people there including the bride and groom and all of them except the best man and maid of honor have seen my son in makeup before.  Am I the asshole?Edit: Had a brain fart and put 10 people, when there were actually 12 people.Edit:  Got it, I'm an asshole.  I'm going to call her to apologize today."
